coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow,lat,lon,temp,temp_min,temp_max,cloudiness,wind_speed,wind_direction,humidity
"{'lon': 112.21, 'lat': -6.88}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 302.19, 'feels_like': 305.85, 'temp_min': 302.19, 'temp_max': 302.19, 'pressure': 1012, 'humidity': 77, 'sea_level': 1012, 'grnd_level': 1000}",,"{'speed': 3.59, 'deg': 279}",{'all': 54},1582430722.0,"{'country': 'ID', 'sunrise': 1582410989, 'sunset': 1582455190}",25200.0,8079926.0,Labuhan,200,{'3h': 1.13},,,-6.88,112.21,302.19,302.19,302.19,54.0,3.59,279.0,77.0
"{'lon': -54.84, 'lat': -18.92}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 294.54, 'feels_like': 297.32, 'temp_min': 294.54, 'temp_max': 294.54, 'pressure': 1014, 'humidity': 90, 'sea_level': 1014, 'grnd_level': 966}",,"{'speed': 1.09, 'deg': 132}",{'all': 100},1582430722.0,"{'country': 'BR', 'sunrise': 1582450534, 'sunset': 1582495821}",-14400.0,3451051.0,Rio Verde de Mato Grosso,200,,,,-18.92,-54.84,294.54,294.54,294.54,100.0,1.09,132.0,90.0
"{'lon': -126.83, 'lat': 65.28}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 258.15, 'feels_like': 253.98, 'temp_min': 258.15, 'temp_max': 258.15, 'pressure': 1009, 'humidity': 84}",48279.0,"{'speed': 1, 'deg': 290}",{'all': 75},1582430723.0,"{'type': 1, 'id': 951, 'country': 'CA', 'sunrise': 1582387496, 'sunset': 1582420626}",-25200.0,6089245.0,Norman Wells,200,,,,65.28,-126.83,258.15,258.15,258.15,75.0,1.0,290.0,84.0
"{'lon': 112.73, 'lat': 38.41}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 278.33, 'feels_like': 273.86, 'temp_min': 278.33, 'temp_max': 278.33, 'pressure': 1020, 'humidity': 33, 'sea_level': 1020, 'grnd_level': 886}",,"{'speed': 2.05, 'deg': 140}",{'all': 0},1582430723.0,"{'country': 'CN', 'sunrise': 1582413060, 'sunset': 1582452869}",28800.0,1788450.0,Xinzhou,200,,,,38.41,112.73,278.33,278.33,278.33,0.0,2.05,140.0,33.0
"{'lon': 106.27, 'lat': 45.76}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 271.39, 'feels_like': 266.88, 'temp_min': 271.39, 'temp_max': 271.39, 'pressure': 1016, 'humidity': 49, 'sea_level': 1016, 'grnd_level': 852}",,"{'speed': 1.97, 'deg': 297}",{'all': 38},1582430723.0,"{'country': 'MN', 'sunrise': 1582415158, 'sunset': 1582453871}",28800.0,2030065.0,Mandalgovi,200,,,,45.76,106.27,271.39,271.39,271.39,38.0,1.97,297.0,49.0
"{'lon': -10.07, 'lat': 20.5}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.07, 'feels_like': 292.02, 'temp_min': 299.07, 'temp_max': 299.07, 'pressure': 1013, 'humidity': 11, 'sea_level': 1013, 'grnd_level': 968}",,"{'speed': 6.08, 'deg': 123}",{'all': 97},1582430487.0,"{'country': 'MR', 'sunrise': 1582441526, 'sunset': 1582483342}",0.0,2381972.0,Adrar,200,,,,20.5,-10.07,299.07,299.07,299.07,97.0,6.08,123.0,11.0
"{'lon': 42.67, 'lat': 17.33}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 297.15, 'feels_like': 300.23, 'temp_min': 297.15, 'temp_max': 297.15, 'pressure': 1014, 'humidity': 83}",9000.0,"{'speed': 1.53, 'deg': 336}",{'all': 0},1582430723.0,"{'type': 1, 'id': 7407, 'country': 'SA', 'sunrise': 1582428727, 'sunset': 1582470827}",10800.0,105298.0,Jizan,200,,,,17.33,42.67,297.15,297.15,297.15,0.0,1.53,336.0,83.0
"{'lon': -165.41, 'lat': 64.5}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 252.15, 'feels_like': 245.92, 'temp_min': 252.15, 'temp_max': 252.15, 'pressure': 1018, 'humidity': 76}",14484.0,"{'speed': 3.6, 'deg': 70}",{'all': 75},1582430511.0,"{'type': 1, 'id': 7770, 'country': 'US', 'sunrise': 1582396547, 'sunset': 1582430093}",-32400.0,5870133.0,Nome,200,,,,64.5,-165.41,252.15,252.15,252.15,75.0,3.6,70.0,76.0
"{'lon': -6.39, 'lat': 58.21}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 276.82, 'feels_like': 270.02, 'temp_min': 276.48, 'temp_max': 277.15, 'pressure': 997, 'humidity': 72}",10000.0,"{'speed': 6.7, 'deg': 250}",{'all': 10},1582430723.0,"{'type': 1, 'id': 1450, 'country': 'GB', 'sunrise': 1582443526, 'sunset': 1582479575}",0.0,2636790.0,Stornoway,200,{'1h': 0.25},,,58.21,-6.39,276.82,276.48,277.15,10.0,6.7,250.0,72.0
"{'lon': 63.58, 'lat': 53.17}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 268.15, 'feels_like': 264.03, 'temp_min': 268.15, 'temp_max': 268.15, 'pressure': 1030, 'humidity': 92}",9000.0,"{'speed': 2, 'deg': 300}",{'all': 90},1582430724.0,"{'type': 1, 'id': 8835, 'country': 'KZ', 'sunrise': 1582426112, 'sunset': 1582463407}",21600.0,1519928.0,Kostanay,200,,,,53.17,63.58,268.15,268.15,268.15,90.0,2.0,300.0,92.0
"{'lon': 169.27, 'lat': -19.55}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 303.15, 'feels_like': 304.46, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1010, 'humidity': 74}",10000.0,"{'speed': 7.17, 'deg': 132}",{'all': 75},1582430585.0,"{'type': 1, 'id': 7317, 'country': 'VU', 'sunrise': 1582396702, 'sunset': 1582442090}",39600.0,2136825.0,Isangel,200,,,,-19.55,169.27,303.15,303.15,303.15,75.0,7.17,132.0,74.0
"{'lon': 15.09, 'lat': 32.38}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287.46, 'feels_like': 281.55, 'temp_min': 287.46, 'temp_max': 287.46, 'pressure': 1029, 'humidity': 63, 'sea_level': 1029, 'grnd_level': 1029}",,"{'speed': 7.56, 'deg': 24}",{'all': 0},1582430724.0,"{'country': 'LY', 'sunrise': 1582436102, 'sunset': 1582476690}",7200.0,2214846.0,Misratah,200,,,,32.38,15.09,287.46,287.46,287.46,0.0,7.56,24.0,63.0
"{'lon': 122.76, 'lat': 63.9}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 253.08, 'feels_like': 248.73, 'temp_min': 253.08, 'temp_max': 253.08, 'pressure': 1014, 'humidity': 93, 'sea_level': 1014, 'grnd_level': 994}",,"{'speed': 1.04, 'deg': 246}",{'all': 95},1582430515.0,"{'country': 'RU', 'sunrise': 1582413611, 'sunset': 1582447504}",32400.0,2021017.0,Kysyl-Syr,200,,,,63.9,122.76,253.08,253.08,253.08,95.0,1.04,246.0,93.0
"{'lon': -10.05, 'lat': 5.88}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 298.55, 'feels_like': 303.6, 'temp_min': 298.55, 'temp_max': 298.55, 'pressure': 1011, 'humidity': 92, 'sea_level': 1011, 'grnd_level': 1006}",,"{'speed': 1.1, 'deg': 293}",{'all': 88},1582430507.0,"{'country': 'LR', 'sunrise': 1582440876, 'sunset': 1582483982}",0.0,2278158.0,Buchanan,200,,,,5.88,-10.05,298.55,298.55,298.55,88.0,1.1,293.0,92.0
"{'lon': 140.3, 'lat': 35.13}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 287.78, 'feels_like': 280.43, 'temp_min': 287.04, 'temp_max': 289.26, 'pressure': 1015, 'humidity': 50}",10000.0,"{'speed': 8.7, 'deg': 240, 'gust': 13.9}",{'all': 20},1582430724.0,"{'type': 1, 'id': 8052, 'country': 'JP', 'sunrise': 1582406239, 'sunset': 1582446458}",32400.0,2112309.0,Katsuura,200,,,,35.13,140.3,287.78,287.04,289.26,20.0,8.7,240.0,50.0
"{'lon': -109.2, 'lat': 41.59}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 269.15, 'feels_like': 262.95, 'temp_min': 269.15, 'temp_max': 269.15, 'pressure': 1018, 'humidity': 68}",16093.0,"{'speed': 4.6, 'deg': 250}",{'all': 1},1582430432.0,"{'type': 1, 'id': 5674, 'country': 'US', 'sunrise': 1582380180, 'sunset': 1582419481}",-25200.0,5836898.0,Rock Springs,200,,,,41.59,-109.2,269.15,269.15,269.15,1.0,4.6,250.0,68.0
"{'lon': -6.59, 'lat': 6.49}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.9, 'feels_like': 301.68, 'temp_min': 297.9, 'temp_max': 297.9, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 985}",,"{'speed': 1.36, 'deg': 240}",{'all': 23},1582430725.0,"{'country': 'CI', 'sunrise': 1582440071, 'sunset': 1582483126}",0.0,2287790.0,Issia,200,,,,6.49,-6.59,297.9,297.9,297.9,23.0,1.36,240.0,85.0
"{'lon': 68.97, 'lat': 22.24}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.6, 'feels_like': 294.4, 'temp_min': 296.6, 'temp_max': 296.6, 'pressure': 1017, 'humidity': 55, 'sea_level': 1017, 'grnd_level': 1017}",,"{'speed': 4.89, 'deg': 41}",{'all': 0},1582430725.0,"{'country': 'IN', 'sunrise': 1582422649, 'sunset': 1582464283}",19800.0,1272140.0,Dwarka,200,,,,22.24,68.97,296.6,296.6,296.6,0.0,4.89,41.0,55.0
"{'lon': 3.39, 'lat': 11.87}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 298.38, 'feels_like': 291.77, 'temp_min': 298.38, 'temp_max': 298.38, 'pressure': 1011, 'humidity': 13, 'sea_level': 1011, 'grnd_level': 987}",,"{'speed': 5.69, 'deg': 52}",{'all': 0},1582430725.0,"{'country': 'BJ', 'sunrise': 1582437908, 'sunset': 1582480499}",3600.0,2392837.0,Malanville,200,,,,11.87,3.39,298.38,298.38,298.38,0.0,5.69,52.0,13.0
"{'lon': 119.87, 'lat': -0.89}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.61, 'feels_like': 304.41, 'temp_min': 301.61, 'temp_max': 301.61, 'pressure': 1013, 'humidity': 61, 'sea_level': 1013, 'grnd_level': 934}",,"{'speed': 1.42, 'deg': 12}",{'all': 78},1582430681.0,"{'country': 'ID', 'sunrise': 1582409410, 'sunset': 1582453092}",28800.0,1633034.0,Palu,200,{'3h': 0.19},,,-0.89,119.87,301.61,301.61,301.61,78.0,1.42,12.0,61.0
"{'lon': 115.17, 'lat': 52.7}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 265.67, 'feels_like': 261.25, 'temp_min': 265.67, 'temp_max': 265.67, 'pressure': 1014, 'humidity': 64, 'sea_level': 1014, 'grnd_level': 908}",,"{'speed': 1.65, 'deg': 287}",{'all': 9},1582430725.0,"{'country': 'RU', 'sunrise': 1582413696, 'sunset': 1582451062}",32400.0,2013459.0,Verkh-Usugli,200,,,,52.7,115.17,265.67,265.67,265.67,9.0,1.65,287.0,64.0
"{'lon': -8.33, 'lat': 40.16}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 280.32, 'feels_like': 278.38, 'temp_min': 277.59, 'temp_max': 284.26, 'pressure': 1031, 'humidity': 93}",4000.0,"{'speed': 1.5, 'deg': 140}",{'all': 0},1582430725.0,"{'type': 1, 'id': 6896, 'country': 'PT', 'sunrise': 1582442206, 'sunset': 1582481826}",0.0,2738381.0,Lata,200,,,,40.16,-8.33,280.32,277.59,284.26,0.0,1.5,140.0,93.0
"{'lon': -61.75, 'lat': 16.02}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 296.15, 'feels_like': 299.59, 'temp_min': 296.15, 'temp_max': 296.15, 'pressure': 1016, 'humidity': 88}",10000.0,"{'speed': 1, 'deg': 270}",{'all': 75},1582430726.0,"{'type': 1, 'id': 8780, 'country': 'GP', 'sunrise': 1582453719, 'sunset': 1582495953}",-14400.0,3579761.0,Baillif,200,,,,16.02,-61.75,296.15,296.15,296.15,75.0,1.0,270.0,88.0
"{'lon': 88.4, 'lat': 69.49}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13d'}]",stations,"{'temp': 260.15, 'feels_like': 247.73, 'temp_min': 260.15, 'temp_max': 260.15, 'pressure': 1001, 'humidity': 92}",550.0,"{'speed': 13, 'deg': 190}",{'all': 75},1582430438.0,"{'type': 1, 'id': 8951, 'country': 'RU', 'sunrise': 1582423390, 'sunset': 1582454217}",25200.0,1490256.0,Talnakh,200,,,,69.49,88.4,260.15,260.15,260.15,75.0,13.0,190.0,92.0
"{'lon': 81.82, 'lat': 7.42}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 300.05, 'feels_like': 300.02, 'temp_min': 300.05, 'temp_max': 300.05, 'pressure': 1014, 'humidity': 81, 'sea_level': 1014, 'grnd_level': 1014}",,"{'speed': 7.82, 'deg': 45}",{'all': 100},1582430726.0,"{'country': 'LK', 'sunrise': 1582418897, 'sunset': 1582461867}",19800.0,1242110.0,Kalmunai,200,{'3h': 1},,,7.42,81.82,300.05,300.05,300.05,100.0,7.82,45.0,81.0
"{'lon': 95.32, 'lat': 5.89}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 301.39, 'feels_like': 299.93, 'temp_min': 301.39, 'temp_max': 301.39, 'pressure': 1014, 'humidity': 75, 'sea_level': 1014, 'grnd_level': 1014}",,"{'speed': 9.88, 'deg': 88}",{'all': 10},1582430726.0,"{'country': 'ID', 'sunrise': 1582415592, 'sunset': 1582458693}",25200.0,1214026.0,Sabang,200,{'3h': 0.31},,,5.89,95.32,301.39,301.39,301.39,10.0,9.88,88.0,75.0
"{'lon': -52.33, 'lat': 4.93}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 300.15, 'feels_like': 304.06, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1013, 'humidity': 83}",10000.0,"{'speed': 2.6, 'deg': 60}",{'all': 90},1582430507.0,"{'type': 1, 'id': 8669, 'country': 'GF', 'sunrise': 1582450981, 'sunset': 1582494170}",-10800.0,3382160.0,Cayenne,200,,,,4.93,-52.33,300.15,300.15,300.15,90.0,2.6,60.0,83.0
"{'lon': 55.29, 'lat': -20.94}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 296.24, 'feels_like': 298.79, 'temp_min': 291.48, 'temp_max': 298.15, 'pressure': 1012, 'humidity': 78}",10000.0,"{'speed': 1, 'deg': 190}",{'all': 100},1582430726.0,"{'type': 1, 'id': 2133, 'country': 'RE', 'sunrise': 1582423995, 'sunset': 1582469502}",14400.0,935616.0,Le Port,200,,,,-20.94,55.29,296.24,291.48,298.15,100.0,1.0,190.0,78.0
"{'lon': 122.5, 'lat': -3.94}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 302.96, 'feels_like': 307.48, 'temp_min': 302.96, 'temp_max': 302.96, 'pressure': 1011, 'humidity': 73, 'sea_level': 1011, 'grnd_level': 1000}",,"{'speed': 2.22, 'deg': 21}",{'all': 75},1582430727.0,"{'country': 'ID', 'sunrise': 1582408647, 'sunset': 1582452592}",28800.0,1640344.0,Kendari,200,{'3h': 2.19},,,-3.94,122.5,302.96,302.96,302.96,75.0,2.22,21.0,73.0
"{'lon': 29.56, 'lat': -11.36}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 292.3, 'feels_like': 294.59, 'temp_min': 292.3, 'temp_max': 292.3, 'pressure': 1011, 'humidity': 88, 'sea_level': 1011, 'grnd_level': 879}",,"{'speed': 0.19, 'deg': 212}",{'all': 100},1582430505.0,"{'country': 'ZM', 'sunrise': 1582430627, 'sunset': 1582475220}",7200.0,899274.0,Samfya,200,,,,-11.36,29.56,292.3,292.3,292.3,100.0,0.19,212.0,88.0
"{'lon': 82.18, 'lat': 29.27}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 275.79, 'feels_like': 271.99, 'temp_min': 275.79, 'temp_max': 275.79, 'pressure': 1030, 'humidity': 48, 'sea_level': 1030, 'grnd_level': 728}",,"{'speed': 1.39, 'deg': 16}",{'all': 41},1582430586.0,"{'country': 'NP', 'sunrise': 1582419839, 'sunset': 1582460752}",20700.0,1283285.0,Jumla,200,,,,29.27,82.18,275.79,275.79,275.79,41.0,1.39,16.0,48.0
"{'lon': 10.27, 'lat': 13.98}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 293.15, 'feels_like': 287.48, 'temp_min': 293.15, 'temp_max': 293.15, 'pressure': 1014, 'humidity': 19}",,"{'speed': 4.47, 'deg': 52, 'gust': 6.71}",{'all': 10},1582430727.0,"{'type': 3, 'id': 2021605, 'country': 'NE', 'sunrise': 1582436350, 'sunset': 1582478755}",3600.0,2444219.0,Goure,200,,,,13.98,10.27,293.15,293.15,293.15,10.0,4.47,52.0,19.0
"{'lon': -57.44, 'lat': -34.43}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.93, 'feels_like': 282.74, 'temp_min': 285.93, 'temp_max': 285.93, 'pressure': 1020, 'humidity': 87}",,"{'speed': 4.88, 'deg': 54}",{'all': 0},1582430727.0,"{'type': 3, 'id': 2003248, 'country': 'UY', 'sunrise': 1582450294, 'sunset': 1582497309}",-10800.0,3442206.0,Juan Lacaze,200,,,,-34.43,-57.44,285.93,285.93,285.93,0.0,4.88,54.0,87.0
,,,,,,,,,,,,404,,city not found,,,,,,,,,,
"{'lon': 118.33, 'lat': 63.28}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 255.69, 'feels_like': 251.55, 'temp_min': 255.69, 'temp_max': 255.69, 'pressure': 1013, 'humidity': 92, 'sea_level': 1013, 'grnd_level': 996}",,"{'speed': 0.87, 'deg': 217}",{'all': 94},1582430727.0,"{'country': 'RU', 'sunrise': 1582414540, 'sunset': 1582448702}",32400.0,2018735.0,Nyurba,200,,,,63.28,118.33,255.69,255.69,255.69,94.0,0.87,217.0,92.0
"{'lon': -76.88, 'lat': 38.85}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 273.75, 'feels_like': 270.19, 'temp_min': 270.37, 'temp_max': 277.59, 'pressure': 1024, 'humidity': 63}",16093.0,"{'speed': 1.27, 'deg': 288}",{'all': 1},1582430728.0,"{'type': 1, 'id': 3614, 'country': 'US', 'sunrise': 1582372234, 'sunset': 1582411914}",-18000.0,4355274.0,Forestville,200,,,,38.85,-76.88,273.75,270.37,277.59,1.0,1.27,288.0,63.0
"{'lon': 1.39, 'lat': 51.38}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 283.29, 'feels_like': 278.15, 'temp_min': 281.48, 'temp_max': 284.82, 'pressure': 1014, 'humidity': 87}",7000.0,"{'speed': 6.7, 'deg': 200}",{'all': 75},1582430728.0,"{'type': 1, 'id': 1419, 'country': 'GB', 'sunrise': 1582440821, 'sunset': 1582478546}",0.0,2643044.0,Margate,200,,,,51.38,1.39,283.29,281.48,284.82,75.0,6.7,200.0,87.0
"{'lon': 49.77, 'lat': -16.17}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 299.83, 'feels_like': 302.31, 'temp_min': 299.83, 'temp_max': 299.83, 'pressure': 1012, 'humidity': 80, 'sea_level': 1012, 'grnd_level': 1011}",,"{'speed': 3.9, 'deg': 208}",{'all': 100},1582430728.0,"{'country': 'MG', 'sunrise': 1582425554, 'sunset': 1582470593}",10800.0,1061412.0,Mananara,200,{'3h': 0.63},,,-16.17,49.77,299.83,299.83,299.83,100.0,3.9,208.0,80.0
"{'lon': -80.45, 'lat': 25.09}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 292.46, 'feels_like': 290.2, 'temp_min': 290.93, 'temp_max': 294.82, 'pressure': 1022, 'humidity': 72}",16093.0,"{'speed': 5.1, 'deg': 360}",{'all': 40},1582430728.0,"{'type': 1, 'id': 4431, 'country': 'US', 'sunrise': 1582372279, 'sunset': 1582413583}",-18000.0,4160795.0,Key Largo,200,,,,25.09,-80.45,292.46,290.93,294.82,40.0,5.1,360.0,72.0
"{'lon': 64.64, 'lat': 25.21}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 296.6, 'feels_like': 295.75, 'temp_min': 296.6, 'temp_max': 296.6, 'pressure': 1019, 'humidity': 59, 'sea_level': 1019, 'grnd_level': 1018}",,"{'speed': 3.51, 'deg': 318}",{'all': 0},1582430728.0,"{'country': 'PK', 'sunrise': 1582423834, 'sunset': 1582465176}",18000.0,1168700.0,Ormara,200,,,,25.21,64.64,296.6,296.6,296.6,0.0,3.51,318.0,59.0
"{'lon': 31.95, 'lat': -25.43}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,"{'temp': 296.48, 'feels_like': 299.97, 'temp_min': 296.48, 'temp_max': 296.48, 'pressure': 1009, 'humidity': 86}",,"{'speed': 0.89, 'deg': 243, 'gust': 4.02}",{'all': 100},1582430728.0,"{'type': 3, 'id': 2005189, 'country': 'ZA', 'sunrise': 1582429364, 'sunset': 1582475336}",7200.0,988290.0,Komatipoort,200,{'3h': 5.56},,,-25.43,31.95,296.48,296.48,296.48,100.0,0.89,243.0,86.0
"{'lon': 110.3, 'lat': 54.3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 261.21, 'feels_like': 257.38, 'temp_min': 261.21, 'temp_max': 261.21, 'pressure': 1018, 'humidity': 87, 'sea_level': 1018, 'grnd_level': 907}",,"{'speed': 0.76, 'deg': 137}",{'all': 99},1582430729.0,"{'country': 'RU', 'sunrise': 1582415049, 'sunset': 1582452047}",28800.0,2021188.0,Kurumkan,200,,,,54.3,110.3,261.21,261.21,261.21,99.0,0.76,137.0,87.0
"{'lon': -77.61, 'lat': -11.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 296.58, 'feels_like': 297.77, 'temp_min': 296.58, 'temp_max': 296.58, 'pressure': 1017, 'humidity': 65, 'sea_level': 1017, 'grnd_level': 964}",,"{'speed': 1.4, 'deg': 224}",{'all': 97},1582430729.0,"{'country': 'PE', 'sunrise': 1582369952, 'sunset': 1582414547}",-18000.0,3939761.0,Hualmay,200,,,,-11.1,-77.61,296.58,296.58,296.58,97.0,1.4,224.0,65.0
"{'lon': -79.93, 'lat': -6.84}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 292.15, 'feels_like': 287.03, 'temp_min': 292.15, 'temp_max': 292.15, 'pressure': 1013, 'humidity': 29}",10000.0,"{'speed': 4.6, 'deg': 180}",{'all': 40},1582430729.0,"{'type': 1, 'id': 8680, 'country': 'PE', 'sunrise': 1582370702, 'sunset': 1582414910}",-18000.0,3693584.0,Pimentel,200,,,,-6.84,-79.93,292.15,292.15,292.15,40.0,4.6,180.0,29.0
"{'lon': -54.74, 'lat': -1.94}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 297.15, 'feels_like': 302.27, 'temp_min': 297.15, 'temp_max': 297.15, 'pressure': 1013, 'humidity': 100}",10000.0,"{'speed': 1, 'deg': 170}",{'all': 100},1582430563.0,"{'type': 1, 'id': 8445, 'country': 'BR', 'sunrise': 1582451269, 'sunset': 1582495038}",-10800.0,3407980.0,Alenquer,200,,,,-1.94,-54.74,297.15,297.15,297.15,100.0,1.0,170.0,100.0
"{'lon': 137.77, 'lat': -32.5}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 304.53, 'feels_like': 300.63, 'temp_min': 304.15, 'temp_max': 304.82, 'pressure': 1016, 'humidity': 22}",10000.0,"{'speed': 4.6, 'deg': 110}",{'all': 0},1582430729.0,"{'type': 1, 'id': 9613, 'country': 'AU', 'sunrise': 1582403539, 'sunset': 1582450371}",37800.0,2063056.0,Port Augusta,200,,,,-32.5,137.77,304.53,304.15,304.82,0.0,4.6,110.0,22.0
"{'lon': 148.05, 'lat': -22}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 297.4, 'feels_like': 295.81, 'temp_min': 297.4, 'temp_max': 297.4, 'pressure': 1012, 'humidity': 82, 'sea_level': 1012, 'grnd_level': 982}",,"{'speed': 8.23, 'deg': 108}",{'all': 100},1582430729.0,"{'country': 'AU', 'sunrise': 1582401671, 'sunset': 1582447306}",36000.0,6533368.0,Moranbah,200,{'3h': 0.75},,,-22.0,148.05,297.4,297.4,297.4,100.0,8.23,108.0,82.0
"{'lon': -97.07, 'lat': 15.85}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 301.15, 'feels_like': 304.6, 'temp_min': 301.15, 'temp_max': 301.15, 'pressure': 1015, 'humidity': 83}",16093.0,"{'speed': 4.1, 'deg': 270}",{'all': 5},1582430730.0,"{'type': 1, 'id': 7157, 'country': 'MX', 'sunrise': 1582375818, 'sunset': 1582418021}",-21600.0,3520994.0,Puerto Escondido,200,,,,15.85,-97.07,301.15,301.15,301.15,5.0,4.1,270.0,83.0
"{'lon': 61.22, 'lat': 28.22}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 284.73, 'feels_like': 281.79, 'temp_min': 284.73, 'temp_max': 284.73, 'pressure': 1019, 'humidity': 64, 'sea_level': 1019, 'grnd_level': 863}",,"{'speed': 2.6, 'deg': 181}",{'all': 0},1582430730.0,"{'country': 'IR', 'sunrise': 1582424810, 'sunset': 1582465842}",12600.0,1160571.0,Khash,200,,,,28.22,61.22,284.73,284.73,284.73,0.0,2.6,181.0,64.0
